prefix	lane_number	seq_id	sample_id	population	data_type
134_S133_L003_R2_001	3	134	134	FL	pe
135_S134_L003_R1_001	3	135	135	FL	pe
135_S134_L003_R2_001	3	135	135	FL	pe
136_S135_L003_R1_001	3	136	136	FL	pe
136_S135_L003_R2_001	3	136	136	FL	pe
137_S136_L003_R1_001	3	137	137	FL	pe
137_S136_L003_R2_001	3	137	137	FL	pe
138_S137_L003_R1_001	3	138	138	SC	pe
138_S137_L003_R2_001	3	138	138	SC	pe
139_S138_L003_R1_001	3	139	139	SC	pe
139_S138_L003_R2_001	3	139	139	SC	pe
13_S13_L003_R1_001	3	13	13	GA	pe
13_S13_L003_R2_001	3	13	13	GA	pe
140_S139_L003_R1_001	3	140	140	SC	pe
140_S139_L003_R2_001	3	140	140	SC	pe
141_S140_L003_R1_001	3	141	141	SC	pe
141_S140_L003_R2_001	3	141	141	SC	pe
142_S141_L003_R1_001	3	142	142	SC	pe
142_S141_L003_R2_001	3	142	142	SC	pe
143_S142_L003_R1_001	3	143	143	SC	pe
143_S142_L003_R2_001	3	143	143	SC	pe
144_S143_L003_R1_001	3	144	144	SC	pe
144_S143_L003_R2_001	3	144	144	SC	pe
145_S144_L003_R1_001	3	145	145	SC	pe
145_S144_L003_R2_001	3	145	145	SC	pe
146_S145_L003_R1_001	3	146	146	SC	pe
146_S145_L003_R2_001	3	146	146	SC	pe
147_S146_L003_R1_001	3	147	147	SC	pe
147_S146_L003_R2_001	3	147	147	SC	pe
148_S147_L003_R1_001	3	148	148	SC	pe
148_S147_L003_R2_001	3	148	148	SC	pe
149_S148_L003_R1_001	3	149	149	SC	pe
149_S148_L003_R2_001	3	149	149	SC	pe
14_S14_L003_R1_001	3	14	14	GA	pe
14_S14_L003_R2_001	3	14	14	GA	pe
150_S149_L003_R1_001	3	150	150	SC	pe
150_S149_L003_R2_001	3	150	150	SC	pe
151_S150_L003_R1_001	3	151	151	SC	pe
151_S150_L003_R2_001	3	151	151	SC	pe
152_S151_L003_R1_001	3	152	152	SC	pe
152_S151_L003_R2_001	3	152	152	SC	pe
153_S152_L003_R1_001	3	153	153	SC	pe
153_S152_L003_R2_001	3	153	153	SC	pe
154_S153_L003_R1_001	3	154	154	SC	pe
154_S153_L003_R2_001	3	154	154	SC	pe
155_S154_L003_R1_001	3	155	155	SC	pe
155_S154_L003_R2_001	3	155	155	SC	pe
156_S155_L003_R1_001	3	156	156	SC	pe
156_S155_L003_R2_001	3	156	156	SC	pe
157_S156_L003_R1_001	3	157	157	SC	pe
157_S156_L003_R2_001	3	157	157	SC	pe
158_S157_L003_R1_001	3	158	158	SC	pe
158_S157_L003_R2_001	3	158	158	SC	pe
159_S158_L003_R1_001	3	159	159	SC	pe
159_S158_L003_R2_001	3	159	159	SC	pe
15_S15_L003_R1_001	3	15	15	GA	pe
15_S15_L003_R2_001	3	15	15	GA	pe
160_S159_L003_R1_001	3	160	160	SC	pe
160_S159_L003_R2_001	3	160	160	SC	pe
161_S160_L003_R1_001	3	161	161	SC	pe
161_S160_L003_R2_001	3	161	161	SC	pe
162_S161_L003_R1_001	3	162	162	SC	pe
162_S161_L003_R2_001	3	162	162	SC	pe
163_S162_L003_R1_001	3	163	163	SC	pe
163_S162_L003_R2_001	3	163	163	SC	pe
164_S163_L003_R1_001	3	164	164	SC	pe
164_S163_L003_R2_001	3	164	164	SC	pe
165_S164_L003_R1_001	3	165	165	SC	pe
165_S164_L003_R2_001	3	165	165	SC	pe
166_S165_L003_R1_001	3	166	166	SC	pe
166_S165_L003_R2_001	3	166	166	SC	pe
167_S166_L003_R1_001	3	167	167	SC	pe
167_S166_L003_R2_001	3	167	167	SC	pe
168_S167_L003_R1_001	3	168	168	SC	pe
168_S167_L003_R2_001	3	168	168	SC	pe
169_S168_L003_R1_001	3	169	169	SC	pe
169_S168_L003_R2_001	3	169	169	SC	pe
16_S16_L003_R1_001	3	16	16	GA	pe
16_S16_L003_R2_001	3	16	16	GA	pe
170_S169_L003_R1_001	3	170	170	SC	pe
170_S169_L003_R2_001	3	170	170	SC	pe
171_S170_L003_R1_001	3	171	171	SC	pe
171_S170_L003_R2_001	3	171	171	SC	pe
172_S171_L003_R1_001	3	172	172	SC	pe
172_S171_L003_R2_001	3	172	172	SC	pe
173_S172_L003_R1_001	3	173	173	NJ	pe
173_S172_L003_R2_001	3	173	173	NJ	pe
174_S173_L003_R1_001	3	174	174	VA	pe
174_S173_L003_R2_001	3	174	174	VA	pe
175_S174_L003_R1_001	3	175	175	VA	pe
175_S174_L003_R2_001	3	175	175	VA	pe
176_S175_L003_R1_001	3	176	176	VA	pe
176_S175_L003_R2_001	3	176	176	VA	pe
177_S176_L003_R1_001	3	177	177	VA	pe
177_S176_L003_R2_001	3	177	177	VA	pe
178_S177_L003_R1_001	3	178	178	VA	pe
178_S177_L003_R2_001	3	178	178	VA	pe
179_S178_L003_R1_001	3	179	179	VA	pe
179_S178_L003_R2_001	3	179	179	VA	pe
17_S17_L003_R1_001	3	17	17	GA	pe
17_S17_L003_R2_001	3	17	17	GA	pe
180_S179_L003_R1_001	3	180	180	VA	pe
180_S179_L003_R2_001	3	180	180	VA	pe
181_S180_L003_R1_001	3	181	181	VA	pe
181_S180_L003_R2_001	3	181	181	VA	pe
182_S181_L003_R1_001	3	182	182	VA	pe
182_S181_L003_R2_001	3	182	182	VA	pe
183_S182_L003_R1_001	3	183	183	VA	pe
183_S182_L003_R2_001	3	183	183	VA	pe
184_S183_L003_R1_001	3	184	184	VA	pe
184_S183_L003_R2_001	3	184	184	VA	pe
185_S184_L003_R1_001	3	185	185	NJ	pe
185_S184_L003_R2_001	3	185	185	NJ	pe
186_S185_L003_R1_001	3	186	186	NJ	pe
186_S185_L003_R2_001	3	186	186	NJ	pe
187_S186_L003_R1_001	3	187	187	NJ	pe
187_S186_L003_R2_001	3	187	187	NJ	pe
188_S187_L003_R1_001	3	188	188	NJ	pe
188_S187_L003_R2_001	3	188	188	NJ	pe
189_S188_L003_R1_001	3	189	189	MD	pe
189_S188_L003_R2_001	3	189	189	MD	pe
18_S18_L003_R1_001	3	18	18	GA	pe
18_S18_L003_R2_001	3	18	18	GA	pe
190_S189_L003_R1_001	3	190	190	MD	pe
190_S189_L003_R2_001	3	190	190	MD	pe
191_S190_L003_R1_001	3	191	191	MD	pe
191_S190_L003_R2_001	3	191	191	MD	pe
192_S398_L003_R1_001	3	192	192	MD	pe
192_S398_L003_R2_001	3	192	192	MD	pe
193_S191_L003_R1_001	3	193	193	MD	pe
193_S191_L003_R2_001	3	193	193	MD	pe
194_S192_L003_R1_001	3	194	194	MD	pe
194_S192_L003_R2_001	3	194	194	MD	pe
195_S193_L003_R1_001	3	195	195	MD	pe
195_S193_L003_R2_001	3	195	195	MD	pe
196_S194_L003_R1_001	3	196	196	MD	pe
196_S194_L003_R2_001	3	196	196	MD	pe
197_S195_L003_R1_001	3	197	197	MD	pe
197_S195_L003_R2_001	3	197	197	MD	pe
198_S196_L003_R1_001	3	198	198	MD	pe
198_S196_L003_R2_001	3	198	198	MD	pe
199_S197_L003_R1_001	3	199	199	MD	pe
199_S197_L003_R2_001	3	199	199	MD	pe
19_S19_L003_R1_001	3	19	19	GA	pe
19_S19_L003_R2_001	3	19	19	GA	pe
1_S1_L003_R1_001	3	1	1	GA	pe
1_S1_L003_R2_001	3	1	1	GA	pe
200_S198_L003_R1_001	3	200	200	MD	pe
200_S198_L003_R2_001	3	200	200	MD	pe
201_S199_L003_R1_001	3	201	201	MD	pe
201_S199_L003_R2_001	3	201	201	MD	pe
202_S200_L003_R1_001	3	202	202	MD	pe
202_S200_L003_R2_001	3	202	202	MD	pe
203_S201_L003_R1_001	3	203	203	MD	pe
203_S201_L003_R2_001	3	203	203	MD	pe
204_S202_L003_R1_001	3	204	204	MD	pe
204_S202_L003_R2_001	3	204	204	MD	pe
205_S203_L003_R1_001	3	205	205	MD	pe
205_S203_L003_R2_001	3	205	205	MD	pe
206_S204_L003_R1_001	3	206	206	MD	pe
206_S204_L003_R2_001	3	206	206	MD	pe
207_S205_L003_R1_001	3	207	207	MD	pe
207_S205_L003_R2_001	3	207	207	MD	pe
208_S206_L003_R1_001	3	208	208	MD	pe
208_S206_L003_R2_001	3	208	208	MD	pe
209_S207_L003_R1_001	3	209	209	MD	pe
209_S207_L003_R2_001	3	209	209	MD	pe
20_S20_L003_R1_001	3	20	20	GA	pe
20_S20_L003_R2_001	3	20	20	GA	pe
210_S208_L003_R1_001	3	210	210	MD	pe
210_S208_L003_R2_001	3	210	210	MD	pe
211_S209_L003_R1_001	3	211	211	MD	pe
211_S209_L003_R2_001	3	211	211	MD	pe
212_S210_L003_R1_001	3	212	212	NC	pe
212_S210_L003_R2_001	3	212	212	NC	pe
213_S211_L003_R1_001	3	213	213	NC	pe
213_S211_L003_R2_001	3	213	213	NC	pe
214_S212_L003_R1_001	3	214	214	NC	pe
214_S212_L003_R2_001	3	214	214	NC	pe
215_S213_L003_R1_001	3	215	215	NC	pe
215_S213_L003_R2_001	3	215	215	NC	pe
216_S214_L003_R1_001	3	216	216	NC	pe
216_S214_L003_R2_001	3	216	216	NC	pe
217_S215_L003_R1_001	3	217	217	NC	pe
217_S215_L003_R2_001	3	217	217	NC	pe
218_S216_L003_R1_001	3	218	218	MD	pe
218_S216_L003_R2_001	3	218	218	MD	pe
219_S217_L003_R1_001	3	219	219	DE	pe
219_S217_L003_R2_001	3	219	219	DE	pe
21_S21_L003_R1_001	3	21	21	GA	pe
21_S21_L003_R2_001	3	21	21	GA	pe
220_S218_L003_R1_001	3	220	220	DE	pe
220_S218_L003_R2_001	3	220	220	DE	pe
221_S219_L003_R1_001	3	221	221	DE	pe
221_S219_L003_R2_001	3	221	221	DE	pe
222_S220_L003_R1_001	3	222	222	DE	pe
222_S220_L003_R2_001	3	222	222	DE	pe
223_S221_L003_R1_001	3	223	223	DE	pe
223_S221_L003_R2_001	3	223	223	DE	pe
224_S222_L003_R1_001	3	224	224	DE	pe
224_S222_L003_R2_001	3	224	224	DE	pe
225_S223_L003_R1_001	3	225	225	DE	pe
225_S223_L003_R2_001	3	225	225	DE	pe
226_S224_L003_R1_001	3	226	226	DE	pe
226_S224_L003_R2_001	3	226	226	DE	pe
227_S225_L003_R1_001	3	227	227	DE	pe
227_S225_L003_R2_001	3	227	227	DE	pe
228_S226_L003_R1_001	3	228	228	DE	pe
228_S226_L003_R2_001	3	228	228	DE	pe
229_S227_L003_R1_001	3	229	229	DE	pe
229_S227_L003_R2_001	3	229	229	DE	pe
22_S22_L003_R1_001	3	22	22	GA	pe
22_S22_L003_R2_001	3	22	22	GA	pe
230_S228_L003_R1_001	3	230	230	DE	pe
230_S228_L003_R2_001	3	230	230	DE	pe
231_S229_L003_R1_001	3	231	231	DE	pe
231_S229_L003_R2_001	3	231	231	DE	pe
232_S230_L003_R1_001	3	232	232	DE	pe
232_S230_L003_R2_001	3	232	232	DE	pe
233_S231_L003_R1_001	3	233	233	DE	pe
233_S231_L003_R2_001	3	233	233	DE	pe
234_S232_L003_R1_001	3	234	234	DE	pe
234_S232_L003_R2_001	3	234	234	DE	pe
235_S233_L003_R1_001	3	235	235	DE	pe
235_S233_L003_R2_001	3	235	235	DE	pe
236_S234_L003_R1_001	3	236	236	DE	pe
236_S234_L003_R2_001	3	236	236	DE	pe
237_S235_L003_R1_001	3	237	237	DE	pe
237_S235_L003_R2_001	3	237	237	DE	pe
238_S236_L003_R1_001	3	238	238	DE	pe
238_S236_L003_R2_001	3	238	238	DE	pe
239_S237_L003_R1_001	3	239	239	DE	pe
239_S237_L003_R2_001	3	239	239	DE	pe
23_S23_L003_R1_001	3	23	23	GA	pe
23_S23_L003_R2_001	3	23	23	GA	pe
240_S238_L003_R1_001	3	240	240	DE	pe
240_S238_L003_R2_001	3	240	240	DE	pe
241_S239_L003_R1_001	3	241	241	DE	pe
241_S239_L003_R2_001	3	241	241	DE	pe
242_S240_L003_R1_001	3	242	242	MD	pe
242_S240_L003_R2_001	3	242	242	MD	pe
243_S241_L003_R1_001	3	243	243	MD	pe
243_S241_L003_R2_001	3	243	243	MD	pe
244_S242_L003_R1_001	3	244	244	MD	pe
244_S242_L003_R2_001	3	244	244	MD	pe
245_S243_L003_R1_001	3	245	245	MD	pe
245_S243_L003_R2_001	3	245	245	MD	pe
246_S244_L003_R1_001	3	246	246	MD	pe
246_S244_L003_R2_001	3	246	246	MD	pe
247_S245_L003_R1_001	3	247	247	MD	pe
247_S245_L003_R2_001	3	247	247	MD	pe
248_S246_L003_R1_001	3	248	248	MD	pe
248_S246_L003_R2_001	3	248	248	MD	pe
249_S247_L003_R1_001	3	249	249	MD	pe
249_S247_L003_R2_001	3	249	249	MD	pe
24_S24_L003_R1_001	3	24	24	GA	pe
24_S24_L003_R2_001	3	24	24	GA	pe
250_S248_L003_R1_001	3	250	250	MD	pe
250_S248_L003_R2_001	3	250	250	MD	pe
251_S249_L003_R1_001	3	251	251	MD	pe
251_S249_L003_R2_001	3	251	251	MD	pe
252_S250_L003_R1_001	3	252	252	MD	pe
252_S250_L003_R2_001	3	252	252	MD	pe
253_S251_L003_R1_001	3	253	253	MD	pe
253_S251_L003_R2_001	3	253	253	MD	pe
254_S252_L003_R1_001	3	254	254	MD	pe
254_S252_L003_R2_001	3	254	254	MD	pe
255_S253_L003_R1_001	3	255	255	MD	pe
255_S253_L003_R2_001	3	255	255	MD	pe
256_S254_L003_R1_001	3	256	256	MD	pe
256_S254_L003_R2_001	3	256	256	MD	pe
257_S255_L003_R1_001	3	257	257	MD	pe
257_S255_L003_R2_001	3	257	257	MD	pe
258_S256_L003_R1_001	3	258	258	MD	pe
258_S256_L003_R2_001	3	258	258	MD	pe
259_S257_L003_R1_001	3	259	259	MD	pe
259_S257_L003_R2_001	3	259	259	MD	pe
25_S25_L003_R1_001	3	25	25	GA	pe
25_S25_L003_R2_001	3	25	25	GA	pe
260_S258_L003_R1_001	3	260	260	MD	pe
260_S258_L003_R2_001	3	260	260	MD	pe
261_S259_L003_R1_001	3	261	261	MD	pe
261_S259_L003_R2_001	3	261	261	MD	pe
262_S260_L003_R1_001	3	262	262	MD	pe
262_S260_L003_R2_001	3	262	262	MD	pe
263_S261_L003_R1_001	3	263	263	MD	pe
263_S261_L003_R2_001	3	263	263	MD	pe
264_S262_L003_R1_001	3	264	264	MD	pe
264_S262_L003_R2_001	3	264	264	MD	pe
265_S263_L003_R1_001	3	265	265	MD	pe
265_S263_L003_R2_001	3	265	265	MD	pe
266_S264_L003_R1_001	3	266	266	MD	pe
266_S264_L003_R2_001	3	266	266	MD	pe
267_S265_L003_R1_001	3	267	267	MD	pe
267_S265_L003_R2_001	3	267	267	MD	pe
268_S266_L003_R1_001	3	268	268	MD	pe
268_S266_L003_R2_001	3	268	268	MD	pe
269_S267_L003_R1_001	3	269	269	MD	pe
269_S267_L003_R2_001	3	269	269	MD	pe
26_S26_L003_R1_001	3	26	26	GA	pe
26_S26_L003_R2_001	3	26	26	GA	pe
270_S268_L003_R1_001	3	270	270	MD	pe
270_S268_L003_R2_001	3	270	270	MD	pe
271_S269_L003_R1_001	3	271	271	MD	pe
271_S269_L003_R2_001	3	271	271	MD	pe
272_S270_L003_R1_001	3	272	272	MD	pe
272_S270_L003_R2_001	3	272	272	MD	pe
273_S271_L003_R1_001	3	273	273	MD	pe
273_S271_L003_R2_001	3	273	273	MD	pe
274_S272_L003_R1_001	3	274	274	MD	pe
274_S272_L003_R2_001	3	274	274	MD	pe
275_S273_L003_R1_001	3	275	275	MD	pe
275_S273_L003_R2_001	3	275	275	MD	pe
276_S274_L003_R1_001	3	276	276	MD	pe
276_S274_L003_R2_001	3	276	276	MD	pe
277_S275_L003_R1_001	3	277	277	MD	pe
277_S275_L003_R2_001	3	277	277	MD	pe
278_S276_L003_R1_001	3	278	278	MD	pe
278_S276_L003_R2_001	3	278	278	MD	pe
279_S277_L003_R1_001	3	279	279	MD	pe
279_S277_L003_R2_001	3	279	279	MD	pe
27_S27_L003_R1_001	3	27	27	GA	pe
27_S27_L003_R2_001	3	27	27	GA	pe
280_S278_L003_R1_001	3	280	280	MD	pe
280_S278_L003_R2_001	3	280	280	MD	pe
281_S279_L003_R1_001	3	281	281	MD	pe
281_S279_L003_R2_001	3	281	281	MD	pe
282_S280_L003_R1_001	3	282	282	MD	pe
282_S280_L003_R2_001	3	282	282	MD	pe
283_S281_L003_R1_001	3	283	283	MD	pe
283_S281_L003_R2_001	3	283	283	MD	pe
284_S282_L003_R1_001	3	284	284	MD	pe
284_S282_L003_R2_001	3	284	284	MD	pe
285_S283_L003_R1_001	3	285	285	VA	pe
285_S283_L003_R2_001	3	285	285	VA	pe
286_S284_L003_R1_001	3	286	286	VA	pe
286_S284_L003_R2_001	3	286	286	VA	pe
287_S285_L003_R1_001	3	287	287	VA	pe
287_S285_L003_R2_001	3	287	287	VA	pe
288_S399_L003_R1_001	3	288	288	VA	pe
288_S399_L003_R2_001	3	288	288	VA	pe
289_S286_L003_R1_001	3	289	289	VA	pe
289_S286_L003_R2_001	3	289	289	VA	pe
28_S28_L003_R1_001	3	28	28	GA	pe
28_S28_L003_R2_001	3	28	28	GA	pe
290_S287_L003_R1_001	3	290	290	VA	pe
290_S287_L003_R2_001	3	290	290	VA	pe
291_S288_L003_R1_001	3	291	291	VA	pe
291_S288_L003_R2_001	3	291	291	VA	pe
292_S289_L003_R1_001	3	292	292	VA	pe
292_S289_L003_R2_001	3	292	292	VA	pe
293_S290_L003_R1_001	3	293	293	VA	pe
293_S290_L003_R2_001	3	293	293	VA	pe
294_S291_L003_R1_001	3	294	294	VA	pe
294_S291_L003_R2_001	3	294	294	VA	pe
295_S292_L003_R1_001	3	295	295	VA	pe
295_S292_L003_R2_001	3	295	295	VA	pe
296_S293_L003_R1_001	3	296	296	VA	pe
296_S293_L003_R2_001	3	296	296	VA	pe
297_S294_L003_R1_001	3	297	297	VA	pe
297_S294_L003_R2_001	3	297	297	VA	pe
298_S295_L003_R1_001	3	298	298	VA	pe
298_S295_L003_R2_001	3	298	298	VA	pe
299_S296_L003_R1_001	3	299	299	VA	pe
299_S296_L003_R2_001	3	299	299	VA	pe
29_S29_L003_R1_001	3	29	29	GA	pe
29_S29_L003_R2_001	3	29	29	GA	pe
2_S2_L003_R1_001	3	2	2	GA	pe
2_S2_L003_R2_001	3	2	2	GA	pe
300_S297_L003_R1_001	3	300	300	VA	pe
300_S297_L003_R2_001	3	300	300	VA	pe
301_S298_L003_R1_001	3	301	301	VA	pe
301_S298_L003_R2_001	3	301	301	VA	pe
302_S299_L003_R1_001	3	302	302	VA	pe
302_S299_L003_R2_001	3	302	302	VA	pe
303_S300_L003_R1_001	3	303	303	VA	pe
303_S300_L003_R2_001	3	303	303	VA	pe
304_S301_L003_R1_001	3	304	304	VA	pe
304_S301_L003_R2_001	3	304	304	VA	pe
305_S302_L003_R1_001	3	305	305	VA	pe
305_S302_L003_R2_001	3	305	305	VA	pe
306_S303_L003_R1_001	3	306	306	VA	pe
306_S303_L003_R2_001	3	306	306	VA	pe
307_S304_L003_R1_001	3	307	307	VA	pe
307_S304_L003_R2_001	3	307	307	VA	pe
308_S305_L003_R1_001	3	308	308	VA	pe
308_S305_L003_R2_001	3	308	308	VA	pe
309_S306_L003_R1_001	3	309	309	VA	pe
309_S306_L003_R2_001	3	309	309	VA	pe
30_S30_L003_R1_001	3	30	30	GA	pe
30_S30_L003_R2_001	3	30	30	GA	pe
310_S307_L003_R1_001	3	310	310	VA	pe
310_S307_L003_R2_001	3	310	310	VA	pe
311_S308_L003_R1_001	3	311	311	VA	pe
311_S308_L003_R2_001	3	311	311	VA	pe
312_S309_L003_R1_001	3	312	312	VA	pe
312_S309_L003_R2_001	3	312	312	VA	pe
313_S310_L003_R1_001	3	313	313	VA	pe
313_S310_L003_R2_001	3	313	313	VA	pe
314_S311_L003_R1_001	3	314	314	VA	pe
314_S311_L003_R2_001	3	314	314	VA	pe
315_S312_L003_R1_001	3	315	315	VA	pe
315_S312_L003_R2_001	3	315	315	VA	pe
316_S313_L003_R1_001	3	316	316	VA	pe
316_S313_L003_R2_001	3	316	316	VA	pe
317_S314_L003_R1_001	3	317	317	VA	pe
317_S314_L003_R2_001	3	317	317	VA	pe
318_S315_L003_R1_001	3	318	318	VA	pe
318_S315_L003_R2_001	3	318	318	VA	pe
319_S316_L003_R1_001	3	319	319	VA	pe
319_S316_L003_R2_001	3	319	319	VA	pe
31_S31_L003_R1_001	3	31	31	GA	pe
31_S31_L003_R2_001	3	31	31	GA	pe
320_S317_L003_R1_001	3	320	320	VA	pe
320_S317_L003_R2_001	3	320	320	VA	pe
321_S318_L003_R1_001	3	321	321	VA	pe
321_S318_L003_R2_001	3	321	321	VA	pe
322_S319_L003_R1_001	3	322	322	VA	pe
322_S319_L003_R2_001	3	322	322	VA	pe
323_S320_L003_R1_001	3	323	323	VA	pe
323_S320_L003_R2_001	3	323	323	VA	pe
324_S321_L003_R1_001	3	324	324	VA	pe
324_S321_L003_R2_001	3	324	324	VA	pe
325_S322_L003_R1_001	3	325	325	VA	pe
325_S322_L003_R2_001	3	325	325	VA	pe
326_S323_L003_R1_001	3	326	326	VA	pe
326_S323_L003_R2_001	3	326	326	VA	pe
327_S324_L003_R1_001	3	327	327	VA	pe
327_S324_L003_R2_001	3	327	327	VA	pe
328_S325_L003_R1_001	3	328	328	VA	pe
328_S325_L003_R2_001	3	328	328	VA	pe
329_S326_L003_R1_001	3	329	329	VA	pe
329_S326_L003_R2_001	3	329	329	VA	pe
32_S32_L003_R1_001	3	32	32	GA	pe
32_S32_L003_R2_001	3	32	32	GA	pe
330_S327_L003_R1_001	3	330	330	VA	pe
330_S327_L003_R2_001	3	330	330	VA	pe
331_S328_L003_R1_001	3	331	331	VA	pe
331_S328_L003_R2_001	3	331	331	VA	pe
332_S329_L003_R1_001	3	332	332	VA	pe
332_S329_L003_R2_001	3	332	332	VA	pe
333_S330_L003_R1_001	3	333	333	VA	pe
333_S330_L003_R2_001	3	333	333	VA	pe
334_S331_L003_R1_001	3	334	334	VA	pe
334_S331_L003_R2_001	3	334	334	VA	pe
335_S332_L003_R1_001	3	335	335	VA	pe
335_S332_L003_R2_001	3	335	335	VA	pe
336_S333_L003_R1_001	3	336	336	VA	pe
336_S333_L003_R2_001	3	336	336	VA	pe
337_S334_L003_R1_001	3	337	337	VA	pe
337_S334_L003_R2_001	3	337	337	VA	pe
338_S335_L003_R1_001	3	338	338	VA	pe
338_S335_L003_R2_001	3	338	338	VA	pe
339_S336_L003_R1_001	3	339	339	VA	pe
339_S336_L003_R2_001	3	339	339	VA	pe
33_S33_L003_R1_001	3	33	33	GA	pe
33_S33_L003_R2_001	3	33	33	GA	pe
340_S337_L003_R1_001	3	340	340	VA	pe
340_S337_L003_R2_001	3	340	340	VA	pe
341_S338_L003_R1_001	3	341	341	VA	pe
341_S338_L003_R2_001	3	341	341	VA	pe
342_S339_L003_R1_001	3	342	342	VA	pe
342_S339_L003_R2_001	3	342	342	VA	pe
343_S340_L003_R1_001	3	343	343	VA	pe
343_S340_L003_R2_001	3	343	343	VA	pe
344_S341_L003_R1_001	3	344	344	VA	pe
344_S341_L003_R2_001	3	344	344	VA	pe
345_S342_L003_R1_001	3	345	345	VA	pe
345_S342_L003_R2_001	3	345	345	VA	pe
346_S343_L003_R1_001	3	346	346	VA	pe
346_S343_L003_R2_001	3	346	346	VA	pe
347_S344_L003_R1_001	3	347	347	VA	pe
347_S344_L003_R2_001	3	347	347	VA	pe
348_S345_L003_R1_001	3	348	348	VA	pe
348_S345_L003_R2_001	3	348	348	VA	pe
349_S346_L003_R1_001	3	349	349	VA	pe
349_S346_L003_R2_001	3	349	349	VA	pe
34_S34_L003_R1_001	3	34	34	GA	pe
34_S34_L003_R2_001	3	34	34	GA	pe
350_S347_L003_R1_001	3	350	350	VA	pe
350_S347_L003_R2_001	3	350	350	VA	pe
351_S348_L003_R1_001	3	351	351	VA	pe
351_S348_L003_R2_001	3	351	351	VA	pe
352_S349_L003_R1_001	3	352	352	NC	pe
352_S349_L003_R2_001	3	352	352	NC	pe
353_S350_L003_R1_001	3	353	353	NC	pe
353_S350_L003_R2_001	3	353	353	NC	pe
354_S351_L003_R1_001	3	354	354	NC	pe
354_S351_L003_R2_001	3	354	354	NC	pe
355_S352_L003_R1_001	3	355	355	NC	pe
355_S352_L003_R2_001	3	355	355	NC	pe
356_S353_L003_R1_001	3	356	356	NC	pe
356_S353_L003_R2_001	3	356	356	NC	pe
357_S354_L003_R1_001	3	357	357	NC	pe
357_S354_L003_R2_001	3	357	357	NC	pe
358_S355_L003_R1_001	3	358	358	NC	pe
358_S355_L003_R2_001	3	358	358	NC	pe
359_S356_L003_R1_001	3	359	359	NC	pe
359_S356_L003_R2_001	3	359	359	NC	pe
35_S35_L003_R1_001	3	35	35	GA	pe
35_S35_L003_R2_001	3	35	35	GA	pe
360_S357_L003_R1_001	3	360	360	NC	pe
360_S357_L003_R2_001	3	360	360	NC	pe
361_S400_L003_R1_001	3	361	361	NC	pe
361_S400_L003_R2_001	3	361	361	NC	pe
362_S358_L003_R1_001	3	362	362	NC	pe
362_S358_L003_R2_001	3	362	362	NC	pe
363_S359_L003_R1_001	3	363	363	NC	pe
363_S359_L003_R2_001	3	363	363	NC	pe
364_S360_L003_R1_001	3	364	364	NC	pe
364_S360_L003_R2_001	3	364	364	NC	pe
365_S361_L003_R1_001	3	365	365	NC	pe
365_S361_L003_R2_001	3	365	365	NC	pe
366_S362_L003_R1_001	3	366	366	NC	pe
366_S362_L003_R2_001	3	366	366	NC	pe
367_S363_L003_R1_001	3	367	367	NC	pe
367_S363_L003_R2_001	3	367	367	NC	pe
368_S364_L003_R1_001	3	368	368	NC	pe
368_S364_L003_R2_001	3	368	368	NC	pe
369_S365_L003_R1_001	3	369	369	NC	pe
369_S365_L003_R2_001	3	369	369	NC	pe
36_S36_L003_R1_001	3	36	36	OB	pe
36_S36_L003_R2_001	3	36	36	OB	pe
370_S366_L003_R1_001	3	370	370	NC	pe
370_S366_L003_R2_001	3	370	370	NC	pe
371_S367_L003_R1_001	3	371	371	NC	pe
371_S367_L003_R2_001	3	371	371	NC	pe
372_S368_L003_R1_001	3	372	372	NC	pe
372_S368_L003_R2_001	3	372	372	NC	pe
373_S369_L003_R1_001	3	373	373	NC	pe
373_S369_L003_R2_001	3	373	373	NC	pe
374_S370_L003_R1_001	3	374	374	NC	pe
374_S370_L003_R2_001	3	374	374	NC	pe
375_S371_L003_R1_001	3	375	375	NC	pe
375_S371_L003_R2_001	3	375	375	NC	pe
376_S372_L003_R1_001	3	376	376	NC	pe
376_S372_L003_R2_001	3	376	376	NC	pe
377_S373_L003_R1_001	3	377	377	NC	pe
377_S373_L003_R2_001	3	377	377	NC	pe
378_S374_L003_R1_001	3	378	378	NC	pe
378_S374_L003_R2_001	3	378	378	NC	pe
379_S375_L003_R1_001	3	379	379	NC	pe
379_S375_L003_R2_001	3	379	379	NC	pe
37_S37_L003_R1_001	3	37	37	OB	pe
37_S37_L003_R2_001	3	37	37	OB	pe
380_S376_L003_R1_001	3	380	380	NC	pe
380_S376_L003_R2_001	3	380	380	NC	pe
381_S377_L003_R1_001	3	381	381	NC	pe
381_S377_L003_R2_001	3	381	381	NC	pe
382_S378_L003_R1_001	3	382	382	NC	pe
382_S378_L003_R2_001	3	382	382	NC	pe
383_S379_L003_R1_001	3	383	383	NC	pe
383_S379_L003_R2_001	3	383	383	NC	pe
384_S380_L003_R1_001	3	384	384	NC	pe
384_S380_L003_R2_001	3	384	384	NC	pe
385_S381_L003_R1_001	3	385	385	NC	pe
385_S381_L003_R2_001	3	385	385	NC	pe
386_S382_L003_R1_001	3	386	386	NC	pe
